Company,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Location,site,State,Country
Arianespace,26/02/1998,07:07:00,Pegasus XL,SNOE & BATSAT,Active,40,Success,Stargazer, Wallops Flight Facility, Virginia, USA
RVSN USSR,28/02/1998,00:21:00,Atlas IIAS,Intelsat 806,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
General Dynamics,16/03/1998,21:32:00,Atlas II,UHF F8,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,30/03/1998,06:02:00,Delta II 7920-10C,MS-8,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
RVSN USSR,02/04/1998,16:24:00,Pegasus XL,TRACE,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,17/04/1998,18:19:00,Space Shuttle Columbia,STS-90,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,24/04/1998,22:38:00,Delta II 7920-10C,Globalstar-2,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,09/05/1998,01:38:00,Titan IV(401)B,NROL-6 (Mentor),Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
MHI,13/05/1998,15:52:00,Titan II(23)G,NOAA-15,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
MHI,17/05/1998,21:16:00,Delta II 7920-10C,MS-9,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
RVSN USSR,02/06/1998,22:06:00,Space Shuttle Discovery,STS-91,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
Arianespace,10/06/1998,00:35:00,Delta II 7925,Thor III,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
CASC,18/06/1998,22:48:00,Atlas IIAS,Intelsat 805,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,02/08/1998,16:24:00,Pegasus XL/HAPS,Orbcomm B1 - B8,Active,40,Success,Stargazer, Wallops Flight Facility, Virginia, USA
RVSN USSR,12/08/1998,11:30:00,Titan IV(401)A,NROL-7 (Mercury),Retired,,Failure,SLC-41, Cape Canaveral AFS, Florida, USA
RVSN USSR,24/08/1998,12:08:00,Delta II 7920-10C,Deep Space 1,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Boeing,27/08/1998,01:17:00,Delta III 8930,Galaxy 10,Retired,,Failure,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,08/09/1998,21:13:00,Delta II 7920-10C,MS-10,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
CASC,23/09/1998,05:06:00,Pegasus XL/HAPS,Orbcomm C1 - C8,Active,40,Success,Stargazer, Wallops Flight Facility, Virginia, USA
NASA,03/10/1998,10:04:00,Minotaur C (Taurus),STEX (NROL-8),Active,45,Success,SLC-576E, Vandenberg AFB, California, USA
Arianespace,09/10/1998,22:50:00,Atlas IIA,Hot Bird 5,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
Boeing,20/10/1998,07:19:00,Atlas IIA,UHF F9,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
Boeing,22/10/1998,00:02:00,Pegasus,SCD-2,Retired,40,Success,Stargazer, Cape Canaveral AFS, Florida, USA
Martin Marietta,29/10/1998,19:19:00,Space Shuttle Discovery,STS-95,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,06/11/1998,13:37:00,Delta II 7920-10C,MS-11,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
NASA,22/11/1998,23:54:00,Delta II 7925,BONUM-1,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,04/12/1998,08:35:00,Space Shuttle Endeavour,STS-88,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
Arianespace,06/12/1998,00:57:00,Pegasus XL,SWAS,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,11/12/1998,18:45:00,Delta II 7425,Mars Climate Orbiter,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,03/01/1999,20:21:00,Delta II 7425,Mars Polar Lander,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
Boeing,27/01/1999,00:34:00,Athena I,ROCSAT 1,Retired,,Success,SLC-46, Cape Canaveral AFS, Florida, USA
RVSN USSR,07/02/1999,21:04:00,Delta II 7426,Stardust,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
General Dynamics,16/02/1999,01:45:00,Atlas IIAS,JCSAT-6,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
NASA,23/02/1999,10:29:00,Delta II 7920-10,"ARGOS (P91-1 ARGOS), ?örsted and SUNSAT",Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
RVSN USSR,05/03/1999,02:56:00,Pegasus XL,WIRE,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,09/04/1999,17:01:00,Titan IV(402)B,DSP,Retired,,Failure,SLC-41, Cape Canaveral AFS, Florida, USA
RVSN USSR,12/04/1999,22:50:00,Atlas IIAS,Eutelsat W3,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
Boeing,15/04/1999,18:32:00,Delta II 7920-10,Landsat 7,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Arianespace,27/04/1999,18:22:00,Athena II,Ikonos,Retired,,Failure,SLC-6, Vandenberg AFB, California, USA
RVSN USSR,30/04/1999,16:30:00,Titan IV(401)B,Milstar DFS-3m,Retired,,Failure,SLC-40, Cape Canaveral AFS, Florida, USA
RVSN USSR,05/05/1999,01:00:00,Delta III 8930,Orion 3,Retired,,Failure,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,18/05/1999,05:09:00,Pegasus XL/HAPS,TERRIERS & MUBLCOM,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,22/05/1999,09:36:00,Titan IV(404)B,NROL-9 (Misty),Retired,,Success,SLC-4E, Vandenberg AFB, California, USA
RVSN USSR,27/05/1999,10:49:00,Space Shuttle Discovery,STS-96,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,10/06/1999,13:48:00,Delta II 7420-10C,Globalstar 3,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
Arianespace,20/06/1999,02:15:00,Titan II(23)G,QuikSCAT,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
Martin Marietta,24/06/1999,15:44:00,Delta II 7320-10C,FUSE,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Boeing,10/07/1999,08:45:00,Delta II 7420-10C,Globalstar 4,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,23/07/1999,04:31:00,Space Shuttle Columbia,STS-93,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,25/07/1999,07:46:00,Delta II 7420-10C,Globalstar 5,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,07/08/1999,12:51:00,Delta II 7925,USA-145 (GPS IIR-3),Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Arianespace,17/08/1999,04:37:00,Delta II 7420-10C,Globalstar 6,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
NASA,23/09/1999,06:02:00,Atlas IIAS,Echostar 5,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
Boeing,24/09/1999,18:21:00,Athena II,Ikonos 1,Retired,,Success,SLC-6, Vandenberg AFB, California, USA
RVSN USSR,23/11/1999,04:06:00,Atlas IIA,UHF F10,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
General Dynamics,04/12/1999,18:53:00,Pegasus XL/HAPS,Orbcomm D1-D8,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,12/12/1999,17:36:00,Titan II(23)G,USA-147,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
NASA,18/12/1999,18:57:00,Atlas IIAS,Terra,Retired,,Success,SLC-3E, Vandenberg AFB, California, USA
General Dynamics,20/12/1999,00:50:00,Space Shuttle Discovery,STS-103,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
RVSN USSR,31/12/1999,07:13:00,Minotaur C (Taurus),KOMPSAT & ACRIMSAT,Active,45,Success,SLC-576E, Vandenberg AFB, California, USA
Boeing,21/01/2000,01:03:00,Atlas IIA,DSCS IIIB-8,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,27/01/2000,03:03:00,Minotaur I,JAWSat,Active,40,Success,SLC-8, Vandenberg AFB, California, USA
NASA,03/02/2000,23:30:00,Atlas IIAS,Hispasat 1C,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
RVSN USSR,08/02/2000,21:24:00,Delta II 7920-10C,Globalstar 7,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,11/02/2000,16:43:00,Space Shuttle Endeavour,STS-99,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
RVSN USSR,12/03/2000,09:29:00,Minotaur C (Taurus),Multispectral Thermal Imager (MTI),Active,45,Success,SLC-576E, Vandenberg AFB, California, USA
RVSN USSR,25/03/2000,20:34:00,Delta II 7326,IMAGE,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Boeing,03/05/2000,07:07:00,Atlas IIA,GOES-L,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
Arianespace,08/05/2000,16:01:00,Titan IV(402)B,DSP,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
Northrop,11/05/2000,01:48:00,Delta II 7925,GPS IIR-4,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,19/05/2000,10:11:00,Space Shuttle Atlantis,STS-101,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
NASA,24/05/2000,23:10:00,Atlas IIIA,Eutelsat W4,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
Arianespace,07/06/2000,13:19:00,Pegasus XL,TSX-5,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
RVSN USSR,30/06/2000,12:56:00,Atlas IIA,TDRS-H,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,14/07/2000,05:21:00,Atlas IIAS,Echostar 6,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
MHI,16/07/2000,09:17:00,Delta II 7925,GPS IIR-5,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
MHI,19/07/2000,20:09:00,Minotaur I,MightySat 2.1,Active,40,Success,SLC-8, Vandenberg AFB, California, USA
RVSN USSR,17/08/2000,23:45:00,Titan IV(403)B,NROL-11 (Onyx),Retired,,Success,SLC-4E, Vandenberg AFB, California, USA
ISAS,23/08/2000,11:05:00,Delta III 8930,DM F3,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
RVSN USSR,08/09/2000,12:45:00,Space Shuttle Atlantis,STS-106,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
NASA,21/09/2000,10:22:00,Titan II(23)G,NOAA-16,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
RVSN USSR,09/10/2000,05:38:00,Pegasus,HETE 2,Retired,40,Success,Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
Arianespace,11/10/2000,23:17:00,Space Shuttle Discovery,STS-92,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
RVSN USSR,20/10/2000,00:40:00,Atlas IIA,DSCS III-B11,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,10/11/2000,17:14:00,Delta II 7925,GPS IIR-6,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Arianespace,21/11/2000,18:24:00,Delta II 7320-10C,EO-1 / SAC-C,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Martin Marietta,30/11/2000,03:06:00,Space Shuttle Endeavour,STS-97,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,06/12/2000,02:47:00,Atlas IIAS,NROL-10,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
NASA,30/01/2001,07:55:00,Delta II 7925,GPS IIR-7,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,07/02/2001,23:13:00,Space Shuttle Atlantis,STS-98,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
General Dynamics,27/02/2001,21:20:00,Titan IV(401)B,Milstar DFS-4,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
General Dynamics,08/03/2001,11:42:00,Space Shuttle Discovery,STS-102,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
Arianespace,07/04/2001,15:02:00,Delta II 7925,Mars Odyssey,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Yuzhmash,19/04/2001,18:40:00,Space Shuttle Endeavour,STS-100,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
RVSN USSR,18/05/2001,17:45:00,Delta II 7925,NROL-17 (GeoLITE),Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
CASC,19/06/2001,04:41:00,Atlas IIAS,ICO F2,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
NASA,30/06/2001,19:46:00,Delta II 7425-10C,WMAP,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,12/07/2001,09:03:00,Space Shuttle Atlantis,STS-104,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,23/07/2001,07:23:00,Atlas IIA,GOES-M,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
General Dynamics,06/08/2001,07:28:00,Titan IV(402)B,DSP,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
MHI,08/08/2001,16:13:00,Delta II 7326,Genesis Probe,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,10/08/2001,21:10:00,Space Shuttle Discovery,STS-105,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
Arianespace,09/09/2001,15:25:00,Atlas IIAS,NROL-13 (Intruder FA & 5B),Retired,,Success,SLC-3E, Vandenberg AFB, California, USA
VKS RF,21/09/2001,18:49:00,Minotaur C (Taurus),Orbview-4/QuikTOMS,Active,45,Failure,SLC-576E, Vandenberg AFB, California, USA
RVSN USSR,30/09/2001,02:40:00,Athena I,Starshine 3 & Others,Retired,,Success,LP-1, Pacific Spaceport Complex, Alaska, USA
General Dynamics,05/10/2001,21:21:00,Titan IV(404)B,NROL-14 (KH-11 Kennen),Retired,,Success,SLC-4E, Vandenberg AFB, California, USA
Boeing,11/10/2001,02:32:00,Atlas IIAS,NROL-12,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
NASA,18/10/2001,18:51:00,Delta II 7320-10C,QuickBird,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Boeing,05/12/2001,22:19:00,Space Shuttle Endeavour,STS-108,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
RVSN USSR,07/12/2001,15:07:00,Delta II 7920-10C,Jason-1 / TIMED,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Arianespace,16/01/2002,00:30:00,Titan IV(401)B,Milstar DFS-5,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
Martin Marietta,05/02/2002,20:58:00,Pegasus XL,RHESSI,Active,40,Success,Stargazer, Cape Canaveral AFS, Florida, USA
NASA,11/02/2002,17:43:00,Delta II 7920-10C,Iridium IS-1,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Boeing,21/02/2002,12:43:00,Atlas IIIB,EchoStar VII,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
RVSN USSR,01/03/2002,11:22:00,Space Shuttle Columbia,STS-109,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
Boeing,08/03/2002,22:59:00,Atlas IIA,TDRS-I,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
General Dynamics,08/04/2002,20:44:00,Space Shuttle Atlantis,STS-110,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
NASA,04/05/2002,09:54:00,Delta II 7920-10C,Aqua,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
RVSN USSR,05/06/2002,21:22:00,Space Shuttle Endeavour,STS-111,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
General Dynamics,24/06/2002,18:23:00,Titan II(23)G,NOAA-17,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
Boeing,03/07/2002,06:47:00,Delta II 7425,CONTOUR,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
RVSN USSR,21/08/2002,22:05:00,Atlas V 401,Hot Bird 6,Active,109,Success,SLC-41, Cape Canaveral AFS, Florida, USA
Arianespace,18/09/2002,22:04:00,Atlas IIAS,Hispasat 1D,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
RVSN USSR,07/10/2002,19:45:00,Space Shuttle Atlantis,STS-112,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
Boeing,20/11/2002,22:39:00,"Delta IV Medium+ (4,2)",Eutelsat W5,Retired,164,Success,SLC-37B, Cape Canaveral AFS, Florida, USA
Boeing,24/11/2002,00:49:00,Space Shuttle Endeavour,STS-113,Retired,450,Success,LC-39A, Kennedy Space Center, Florida, USA
NASA,05/12/2002,02:42:00,Atlas IIA,TDRS-J,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
VKS RF,06/01/2003,14:19:00,Titan II(23)G,Coriolis,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
CASC,13/01/2003,00:45:00,Delta II 7320-10C,ICESat / CHIPSat,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
Arianespace,16/01/2003,15:39:00,Space Shuttle Columbia,STS-107,Retired,450,Failure,LC-39A, Kennedy Space Center, Florida, USA
VKS RF,25/01/2003,20:13:00,Pegasus XL,SORCE,Active,40,Success,Stargazer, Cape Canaveral AFS, Florida, USA
CASC,29/01/2003,18:06:00,Delta II 7925,GPS IIR-8,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
General Dynamics,11/03/2003,00:59:00,Delta IV Medium,DSCS-3 A3,Retired,133,Success,SLC-37B, Cape Canaveral AFS, Florida, USA
Boeing,31/03/2003,22:09:00,Delta II 7925,GPS IIR-9,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Arianespace,08/04/2003,13:43:00,Titan IV(401)B,Milstar DFS-6,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
NASA,12/04/2003,00:47:00,Atlas IIIB,AsiaSat 4,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
Martin Marietta,28/04/2003,12:00:00,Pegasus XL,GALEX,Active,40,Success,Stargazer, Cape Canaveral AFS, Florida, USA
CASC,13/05/2003,22:10:00,Atlas V 401,HellasSat-2,Active,109,Success,SLC-41, Cape Canaveral AFS, Florida, USA
Boeing,10/06/2003,17:58:00,Delta II 7925,Spirit,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
VKS RF,26/06/2003,18:55:00,Pegasus XL,OrbView-3,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
VKS RF,08/07/2003,03:18:00,Delta II 7925H,Opportunity,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
NASA,17/07/2003,23:45:00,Atlas V 521,Rainbow 1,Retired,135,Success,SLC-41, Cape Canaveral AFS, Florida, USA
Arianespace,13/08/2003,02:09:00,Pegasus XL,SCISAT-1,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
VKS RF,25/08/2003,05:35:00,Delta II 7920H,Spitzer Space Telescope,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
VKS RF,29/08/2003,23:13:00,Delta IV Medium,DSCS-3 B6,Retired,133,Success,SLC-37B, Cape Canaveral AFS, Florida, USA
VKS RF,09/09/2003,04:29:00,Titan IV(401)B,NROL-19 (Mentor),Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
Boeing,18/10/2003,16:17:00,Titan II(23)G,USA-172,Retired,35,Success,SLC-4W, Vandenberg AFB, California, USA
VKS RF,02/12/2003,10:04:00,Atlas IIAS,NROL-18 (Intruder 6A & 6B),Retired,,Success,SLC-3E, Vandenberg AFB, California, USA
VKS RF,10/12/2003,02:30:00,Atlas IIIB,UHF F/O F11,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
Martin Marietta,21/12/2003,08:05:00,Delta II 7925,GPS IIR-10,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Arianespace,05/02/2004,23:46:00,Atlas IIAS,AMC-10,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
VKS RF,14/02/2004,18:50:00,Titan IV(402)B,DSP,Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
NASA,13/03/2004,05:40:00,Atlas IIIA,MBSat,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
Boeing,20/03/2004,17:53:00,Delta II 7925,GPS IIR-11,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
CASC,16/04/2004,00:45:00,Atlas IIAS,Superbird 6,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
VKS RF,19/04/2004,22:22:00,Atlas IIAS,AMC-11,Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
VKS RF,20/04/2004,16:57:00,Delta II 7920-10C,Gravity Probe B,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
VKS RF,20/05/2004,17:47:00,Minotaur C (Taurus),ROCSAT-2,Active,45,Success,SLC-576E, Vandenberg AFB, California, USA
VKS RF,23/06/2004,22:54:00,Delta II 7925,GPS IIR-12,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
VKS RF,15/07/2004,10:02:00,Delta II 7920-10L,Aura,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
NASA,03/08/2004,06:15:00,Delta II 7925H,MESSENGER,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
VKS RF,31/08/2004,23:17:00,Atlas IIAS,NROL-1,Retired,,Success,SLC-36A, Cape Canaveral AFS, Florida, USA
Boeing,06/11/2004,05:39:00,Delta II 7925,GPS IIR-13,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
VKS RF,20/11/2004,17:16:00,Delta II 7320-10C,Swift,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
Northrop,17/12/2004,12:07:00,Atlas V 521,AMC-16,Retired,135,Success,SLC-41, Cape Canaveral AFS, Florida, USA
ISAS,21/12/2004,21:50:00,Delta IV Heavy,DemoSat and 3CS-1 & 2,Active,350,Partial Failure,SLC-37B, Cape Canaveral AFS, Florida, USA
VKS RF,12/01/2005,18:47:00,Delta II 7925,Deep Impact,Retired,,Success,SLC-17B, Cape Canaveral AFS, Florida, USA
MITT,03/02/2005,07:41:00,Atlas IIIB,NROL-23 (Intruder 7A & 7B),Retired,,Success,SLC-36B, Cape Canaveral AFS, Florida, USA
General Dynamics,11/03/2005,21:42:00,Atlas V 431,Inmarsat-4 F1,Retired,130,Success,SLC-41, Cape Canaveral AFS, Florida, USA
VKS RF,11/04/2005,13:35:00,Minotaur I,XSS-11,Active,40,Success,SLC-8, Vandenberg AFB, California, USA
Boeing,15/04/2005,17:27:00,Pegasus XL,DART,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
VKS RF,30/04/2005,00:50:00,Titan IV(405)B,NROL-16 (Onyx),Retired,,Success,SLC-40, Cape Canaveral AFS, Florida, USA
VKS RF,20/05/2005,10:22:00,Delta II 7320-10C,NOAA-N,Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
VKS RF,26/07/2005,14:39:00,Space Shuttle Discovery,STS-114,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
NASA,12/08/2005,11:43:00,Atlas V 401,Mars Reconnaissance Orbiter,Active,109,Success,SLC-41, Cape Canaveral AFS, Florida, USA
VKS RF,22/09/2005,19:24:00,Minotaur I,Streak (STP-R1),Active,40,Success,SLC-8, Vandenberg AFB, California, USA
VKS RF,26/09/2005,03:37:00,Delta II 7925,GPS IIRM-1,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
VKS RF,19/10/2005,18:05:00,Titan IV(404)B,NROL-20 (KH-11 Kennen),Retired,,Success,SLC-4E, Vandenberg AFB, California, USA
Northrop,19/01/2006,19:00:00,Atlas V 551,New Horizons,Active,153,Success,SLC-41, Cape Canaveral AFS, Florida, USA
NASA,24/03/2006,21:30:00,Falcon 1,FalconSat-2,Retired,7,Failure,Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
VKS RF,28/03/2006,20:10:00,Pegasus XL,ST-5,Active,40,Success,Stargazer, Vandenberg AFB, California, USA
VKS RF,15/04/2006,01:40:00,Minotaur I,COSMIC (FORMOSAT-3),Active,40,Success,SLC-8, Vandenberg AFB, California, USA
Arianespace,20/04/2006,20:27:00,Atlas V 411,Astra 1KR,Retired,115,Success,SLC-41, Cape Canaveral AFS, Florida, USA
Boeing,28/04/2006,10:02:00,Delta II 7420-10C,"CloudSat, CALIPSO",Retired,,Success,SLC-2W, Vandenberg AFB, California, USA
VKS RF,24/05/2006,22:11:00,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,164,Success,SLC-37B, Cape Canaveral AFS, Florida, USA
VKS RF,21/06/2006,22:15:00,Delta II 7925,MiTEx,Retired,,Success,SLC-17A, Cape Canaveral AFS, Florida, USA
NASA,28/06/2006,03:33:00,"Delta IV Medium+ (4,2)",NROL-22,Retired,164,Success,SLC-6, Vandenberg AFB, California, USA
VKS RF,04/07/2006,18:37:00,Space Shuttle Discovery,STS-121,Retired,450,Success,LC-39B, Kennedy Space Center, Florida, USA
